folder,network,accuracy,precision,sensitivity,specificity,fmeasure,npv,mcc,auc,tn,fp,fn,tp,runtime,val_accuracy,val_precision,val_sensitivity,val_specificity,val_fmeasure,val_npv,val_mcc,val_auc,val_tn,val_fp,val_fn,val_tp,val_runtime
46,KNN,0.7567708333333333,0.78300803673938,0.7104166666666667,0.803125,0.7449481157837247,0.7349857005972368,0.515762898268888,0.8354237196180555,771,189,278,682,47.49190807342529,0.60625,0.6032388663967612,0.6208333333333333,0.5916666666666667,0.6119096509240246,0.6094420598242738,0.21259044399396718,0.6356163194444444,142,98,91,149,0.16567468643188477
47,KNN,0.8572916666666667,0.8736383442265795,0.8354166666666667,0.8791666666666667,0.8541001064962727,0.8423153691774137,0.7152681952223752,0.9239388020833333,844,116,158,802,51.064422369003296,0.58125,0.5795918367346938,0.5916666666666667,0.5708333333333333,0.5855670103092784,0.5829787231561793,0.16253527624051106,0.6118315972222222,137,103,98,142,0.13413166999816895
48,KNN,0.8088541666666667,0.8226332970620239,0.7875,0.8302083333333333,0.8046833422032996,0.7962037961242554,0.618272455707089,0.8761338975694444,797,163,204,756,53.6329562664032,0.5645833333333333,0.5593869731800766,0.6083333333333333,0.5208333333333334,0.5828343313373253,0.5707762554471342,0.12966399036745924,0.590876736111111,125,115,94,146,0.5790588855743408
49,KNN,0.85,0.8652173913043478,0.8291666666666667,0.8708333333333333,0.8468085106382979,0.8359999999164001,0.7006084312317712,0.9154969618055555,836,124,164,796,52.02394700050354,0.625,0.6363636363636364,0.5833333333333334,0.6666666666666666,0.6086956521739131,0.615384615147929,0.2508726030021272,0.6781250000000001,160,80,100,140,0.12532401084899902
50,KNN,0.70625,0.7209821428571429,0.6729166666666667,0.7395833333333334,0.6961206896551725,0.693359374932289,0.41341973358328143,0.7762532552083332,710,250,314,646,55.057331562042236,0.60625,0.6049382716049383,0.6125,0.6,0.6086956521739131,0.6075949364524916,0.21251660350824897,0.6571440972222222,144,96,93,147,0.5823380947113037
51,KNN,0.7609375,0.8667642752562226,0.6166666666666667,0.9052083333333333,0.7206329884357883,0.702506062998989,0.5450577563952066,0.8615863715277777,869,91,368,592,54.14638161659241,0.5958333333333333,0.6369047619047619,0.44583333333333336,0.7458333333333333,0.5245098039215687,0.5737179485340648,0.200921260371701,0.629626736111111,179,61,133,107,0.13381290435791016
52,KNN,0.7416666666666667,0.7878411910669976,0.6614583333333334,0.821875,0.7191392978482446,0.7082585277640701,0.48967492359633724,0.8235959201388888,789,171,325,635,54.32649827003479,0.6479166666666667,0.6460905349794238,0.6541666666666667,0.6416666666666667,0.650103519668737,0.6497890292616925,0.2958564480212878,0.6865451388888889,154,86,83,157,0.1306133270263672
53,KNN,0.8072916666666666,0.8352272727272727,0.765625,0.8489583333333334,0.7989130434782608,0.7836538460784948,0.6167284823802294,0.8897938368055556,815,145,225,735,55.15464639663696,0.6479166666666667,0.6577777777777778,0.6166666666666667,0.6791666666666667,0.6365591397849463,0.639215686023837,0.2964128311136374,0.6767274305555556,163,77,92,148,0.1309196949005127
54,KNN,0.8572916666666667,0.879424778761062,0.828125,0.8864583333333333,0.8530042918454935,0.8375984251144096,0.7158022290839778,0.9223643663194444,851,109,165,795,56.344751596450806,0.5479166666666667,0.5481171548117155,0.5458333333333333,0.55,0.5469728601252609,0.5477178420963826,0.09583416523073941,0.5718663194444444,132,108,109,131,0.13228106498718262
55,KNN,0.7375,0.8175487465181058,0.6114583333333333,0.8635416666666667,0.6996424314660309,0.689683860175567,0.49085179861822775,0.830397677951389,829,131,373,587,57.26219391822815,0.6354166666666666,0.6701570680628273,0.5333333333333333,0.7375,0.5939675174013921,0.6124567471929215,0.2766608784941612,0.6833333333333333,177,63,112,128,0.14079880714416504
